English,Nepali
belt,बेल्ट
jacket,ज्याकेट
determination,संकल्प
animation,एनिमेसन
oracle,Oracle
er,एर
matthew,मत्ती
lease,पट्टा
productions,निर्माण
aviation,उड्डयन
hobbies,सोख
proud,गर्व
excess,अतिरिक्त
disaster,प्रकोप
console,कन्सोल
commands,आदेशहरू
jr,JR
telecommunications,दूरसञ्चार
instructor,प्रशिक्षक
giant,विशाल
achieved,पाएको
injuries,घाइते
shipped,पठाइएको
seats,सिट
approaches,नजिकिंदै
biz,बिज
alarm,अलार्म
voltage,भोल्टेज
anthony,एंथनी
nintendo,Nintendo
usual,सामान्य
loading,लोड
stamps,टिकटहरु
appeared,देखा
franklin,फ्रेंकलिन
angle,कोण
rob,हनन
vinyl,Vinyl
highlights,विशेषताहरू
mining,खानी
designers,डिजाइनर
melbourne,मेलबोर्न
ongoing,निरन्तर
worst,खराब
imaging,इमेजिंग
betting,सट्टेबाजी
scientists,वैज्ञानिकहरूले
liberty,स्वतन्त्रता
wyoming,Wyoming
blackjack,ब्लेक
argentina,अर्जेन्टिना
era,युग
convert,परिवर्तित
possibility,संभावना
analyst,विश्लेषक
commissioner,आयुक्त
dangerous,खतरनाक
garage,ग्यारेज
exciting,रोमाञ्चक
reliability,विश्वसनीयता
thongs,Thongs
gcc,जीसीसी
unfortunately,दुर्भाग्य
respectively,क्रमशः
volunteers,स्वयंसेवकहरु
attachment,संलग्न
ringtone,रिङटोन
finland,फिनल्याण्ड
morgan,मोर्गन
derived,व्युत्पन्न
pleasure,खुशी
honor,सम्मान
asp,ASP
oriented,उन्मुख
eagle,चील
desktops,डेस्कटप
pants,प्यान्ट
columbus,कोलम्बस
nurse,नर्स
prayer,प्रार्थना
appointment,नियुक्ति
workshops,कार्यशालाओं
hurricane,तूफान
quiet,शान्त
luck,भाग्य
postage,postage
producer,निर्माता
represented,प्रतिनिधित्व
mortgages,बंधक
dial,डायल
responsibilities,जिम्मेवारी
cheese,पनीर
comic,हास्य
carefully,ध्यान दिएर
jet,जेट
productivity,उत्पादकत्व
investors,लगानीकर्ताले
crown,मुकुट
par,बराबरीको
underground,भूमिगत
diagnosis,निदान
maker,निर्माता
crack,दरार
principle,सिद्धान्त
picks,रुचि
vacations,अवकाश
gang,गिरोह
semester,semester
calculated,गणना
fetish,कामोत्तेजक
applies,लागू
casinos,क्यासिनो
appearance,उपस्थिति
smoke,धुवाँ
apache,अपाचे
filters,फिल्टर
incorporated,शामिल
nv,NV
craft,शिल्प
cake,केक
notebooks,नोटबुक
apart,अलग
fellow,सँगी
blind,अन्धो
lounge,मौज
mad,पागल
algorithm,अल्गोरिदम
semi,अर्द्ध
coins,सिक्का
andy,एन्डी
gross,सकल
strongly,कडा
cafe,क्याफे
valentine,मायालाई
hilton,Hilton
ken,केन
proteins,प्रोटीन
horror,हरर
su,su
exp,म्याद
familiar,परिचित
capable,सक्षम
douglas,डगलस
debian,डेबियन
till,सम्म
involving,मुछिएको
pen,कलम
investing,लगानी
christopher,क्रिस्टोफर
admission,भर्ना
epson,EPSON
shoe,जुत्ता
elected,निर्वाचित
carrying,ढुवानी
victory,विजय
sand,बालुवा
madison,म्याडिसन
terrorism,आतंकवाद
joy,आनन्द
editions,संस्करणहरू
cpu,सि.पी. यु
mainly,मुख्य रूप
ethnic,जातीय
ran,भाग्यो
parliament,संसद
actor,अभिनेता
finds,भेट्टाउनेछन्
seal,छाप
situations,परिस्थिति
fifth,पाँचौं
allocated,विनियोजन
citizen,नागरिक
vertical,ठाडो
corrections,सुधारहरू
structural,संरचनात्मक
municipal,नगरपालिका
describes,वर्णन
prize,पुरस्कार
sr,SR
occurs,हुन्छ
jon,Jon
absolute,निरपेक्ष
disabilities,अशक्तताको
consists,हुन्छन्
anytime,कुनै पनि समयमा
substance,पदार्थ
prohibited,निषेधित
addressed,सम्बोधन
lies,झूट
pipe,पाइप
soldiers,सैनिकहरू
nr,NR
guardian,संरक्षक
lecture,व्याख्यान
simulation,नक्कली
layout,लेआउट
initiatives,पहल
ill,बिरामी
concentration,एकाग्रता
classics,क्लासिक
lbs,एलबीएस
lay,Lay
interpretation,व्याख्या
horses,घोडा
lol,lol
dirty,फोहोर
deck,डेक
wayne,वेन
donate,दान
taught,सिकाउनुभयो
bankruptcy,दिवालियापन
mp,सांसद
worker,कामदार
optimization,अनुकूलन
alive,जीवित
temple,मन्दिर
substances,पदार्थ
prove,प्रमाणित
discovered,पत्ता
wings,पखेटा
breaks,ब्रेकमा
genetic,आनुवंशिक
restrictions,प्रतिबन्ध
participating,सहभागी
waters,पानी
promise,प्रतिज्ञा
thin,पातलो
exhibition,प्रदर्शनी
prefer,रुचि
ridge,रिज
cabinet,मन्त्री
modem,मोडेम
harris,हैरिस
mph,मील
bringing,ल्याउन
sick,बिरामी
dose,खुराक
evaluate,मूल्याङ्कन
tiffany,Tiffany
tropical,ट्रपिकल
collect,सङ्कलन
bet,शर्त
composition,संरचना
toyota,टोयोटा
streets,सडकमा
nationwide,राष्ट्रव्यापी
vector,सदिश
definitely,निश्चित
shaved,shaved
turning,खोल्दै
buffer,बफर
purple,बैजनी
existence,अस्तित्व
commentary,टिप्पणी
larry,लैरी
limousines,LIMOUSINES
developments,विकासक्रम
def,परि
immigration,अध्यागमन
destinations,गन्तव्यहरू
lets,अनुमति दिन्छ
mutual,आपसी
pipeline,पाइपलाइन
necessarily,आवश्यक
syntax,विन्यास
li,ली
attribute,विशेषता
prison,जेल
skill,कौशल
chairs,कुर्सियों
nl,NL
everyday,दैनिक
apparently,स्पष्ट
surrounding,वरपरका
mountains,पहाड
moves,चाल
popularity,लोकप्रियता
inquiry,जांच
ethernet,इथरनेट
checked,जाँच
exhibit,प्रदर्शनी
throw,फ्याक्नु
trend,प्रवृत्ति
sierra,सिएरा
visible,देखिने
cats,बिरालोहरु
desert,मरुभूमि
postposted,postposted
ya,फेरि
oldest,पुरानो
rhode,रोड
nba,एनबीए
coordinator,संयोजक
obviously,स्पष्ट
mercury,पारा
steven,स्टीवन
handbook,पुस्तिका
greg,ग्रेग
navigate,नेविगेट
worse,बुरा
summit,शिखर
victims,सिकार
epa,EPA
spaces,रिक्त स्थान
fundamental,मौलिक
burning,जल्दै
escape,उम्कन
